GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJZAE001,AJ1TE001,AJ1TE002,AJ1TE003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Area Name,Tribal Census Tract Code,Tribal Block Group Code,Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Total,Occupied,Vacant
"G24000100001001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Allegany County, Maryland",,,37500,603,284,319
"G24000100001002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Allegany County, Maryland",,,44813,996,821,175
"G24000100001003","2014-2018",,,"Maryland","24","Allegany County","001",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1, Allegany County, Maryland",,,51645,590,457,133
"G24000100002001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Allegany County, Maryland",,,57333,488,298,190
"G24000100002002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Allegany County, Maryland",,,46125,532,483,49
"G24000100002003","2014-2018",,,"Maryland","24","Allegany County","001",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2, Allegany County, Maryland",,,52000,383,362,21
"G24000100003001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Allegany County, Maryland",,,42135,602,497,105
"G24000100003002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Allegany County, Maryland",,,46250,249,249,0
"G24000100003003","2014-2018",,,"Maryland","24","Allegany County","001",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Allegany County, Maryland",,,36250,385,336,49
"G24000100004001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Allegany County, Maryland",,,63393,286,278,8
"G24000100004002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Allegany County, Maryland",,,40388,747,589,158
"G24000100004003","2014-2018",,,"Maryland","24","Allegany County","001",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Allegany County, Maryland",,,32008,460,379,81
"G24000100005001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Allegany County, Maryland",,,25781,863,614,249
"G24000100005002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Allegany County, Maryland",,,28654,231,206,25
"G24000100006001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Allegany County, Maryland",,,50238,891,802,89
"G24000100006002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Allegany County, Maryland",,,34500,611,414,197
"G24000100007001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Allegany County, Maryland",,,25656,803,746,57
"G24000100007002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Allegany County, Maryland",,,31597,918,741,177
"G24000100008001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Allegany County, Maryland",,,42500,476,402,74
"G24000100008002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Allegany County, Maryland",,,26217,569,387,182
"G24000100010001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10, Allegany County, Maryland",,,40266,757,630,127
"G24000100010002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 10, Allegany County, Maryland",,,16154,676,534,142
"G24000100011001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 11, Allegany County, Maryland",,,36538,887,660,227
"G24000100012001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 12, Allegany County, Maryland",,,86000,728,640,88
"G24000100012002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 12, Allegany County, Maryland",,,47500,353,300,53
"G24000100012003","2014-2018",,,"Maryland","24","Allegany County","001",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 12, Allegany County, Maryland",,,75000,298,256,42
"G24000100013001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 13, Allegany County, Maryland",,,45865,648,583,65
"G24000100013002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 13, Allegany County, Maryland",,,49018,351,351,0
"G24000100014011","2014-2018",,,"Maryland","24","Allegany County","001",,,"001401","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 14.01, Allegany County, Maryland",,,107083,393,333,60
"G24000100014012","2014-2018",,,"Maryland","24","Allegany County","001",,,"001401","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 14.01, Allegany County, Maryland",,,71818,917,826,91
"G24000100014013","2014-2018",,,"Maryland","24","Allegany County","001",,,"001401","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 14.01, Allegany County, Maryland",,,47993,549,507,42
"G24000100014021","2014-2018",,,"Maryland","24","Allegany County","001",,,"001402","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 14.02, Allegany County, Maryland",,,58854,751,745,6
"G24000100015021","2014-2018",,,"Maryland","24","Allegany County","001",,,"001502","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 15.02, Allegany County, Maryland",,,45000,941,818,123
"G24000100015031","2014-2018",,,"Maryland","24","Allegany County","001",,,"001503","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 15.03, Allegany County, Maryland",,,31250,237,237,0
"G24000100015032","2014-2018",,,"Maryland","24","Allegany County","001",,,"001503","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 15.03, Allegany County, Maryland",,,43000,285,258,27
"G24000100015033","2014-2018",,,"Maryland","24","Allegany County","001",,,"001503","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 15.03, Allegany County, Maryland",,,58438,314,297,17
"G24000100016001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 16, Allegany County, Maryland",,,52609,776,692,84
"G24000100017001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 17, Allegany County, Maryland",,,89048,148,148,0
"G24000100017002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 17, Allegany County, Maryland",,,29531,634,455,179
"G24000100017003","2014-2018",,,"Maryland","24","Allegany County","001",,,"001700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 17, Allegany County, Maryland",,,56667,813,724,89
"G24000100017004","2014-2018",,,"Maryland","24","Allegany County","001",,,"001700","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 17, Allegany County, Maryland",,,38462,827,698,129
"G24000100018001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 18, Allegany County, Maryland",,,39271,931,761,170
"G24000100018002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 18, Allegany County, Maryland",,,45446,414,369,45
"G24000100018003","2014-2018",,,"Maryland","24","Allegany County","001",,,"001800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 18, Allegany County, Maryland",,,19167,538,326,212
"G24000100019001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 19, Allegany County, Maryland",,,59333,619,540,79
"G24000100019002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 19, Allegany County, Maryland",,,51413,536,536,0
"G24000100020001","2014-2018",,,"Maryland","24","Allegany County","001",,,"002000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 20, Allegany County, Maryland",,,42008,748,672,76
"G24000100020002","2014-2018",,,"Maryland","24","Allegany County","001",,,"002000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 20, Allegany County, Maryland",,,55046,1205,1131,74
"G24000100020003","2014-2018",,,"Maryland","24","Allegany County","001",,,"002000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 20, Allegany County, Maryland",,,39417,537,479,58
"G24000100021001","2014-2018",,,"Maryland","24","Allegany County","001",,,"002100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 21, Allegany County, Maryland",,,56500,953,822,131
"G24000100021002","2014-2018",,,"Maryland","24","Allegany County","001",,,"002100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 21, Allegany County, Maryland",,,38438,597,522,75
"G24000100022001","2014-2018",,,"Maryland","24","Allegany County","001",,,"002200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 22, Allegany County, Maryland",,,50774,490,461,29
"G24000100022002","2014-2018",,,"Maryland","24","Allegany County","001",,,"002200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 22, Allegany County, Maryland",,,35104,695,548,147
"G24000100022003","2014-2018",,,"Maryland","24","Allegany County","001",,,"002200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 22, Allegany County, Maryland",,,50058,733,633,100
"G24000307011011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland",,,134500,276,276,0
"G24000307011012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland",,,96375,435,351,84
"G24000307011013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701101","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland",,,62583,354,329,25
"G24000307011014","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701101","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland",,,170833,561,528,33
"G24000307011021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland",,,109091,1200,1184,16
"G24000307011022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701102","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland",,,65682,329,314,15
"G24000307011023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701102","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland",,,74583,819,802,17
"G24000307011024","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701102","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland",,,90820,891,891,0
"G24000307012001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7012, Anne Arundel County, Maryland",,,133031,1018,911,107
"G24000307012002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7012, Anne Arundel County, Maryland",,,122039,670,529,141
"G24000307012003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7012, Anne Arundel County, Maryland",,,100884,853,839,14
"G24000307012004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7012, Anne Arundel County, Maryland",,,129432,894,786,108
"G24000307013001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7013, Anne Arundel County, Maryland",,,137721,599,599,0
"G24000307013002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7013, Anne Arundel County, Maryland",,,199375,746,746,0
"G24000307013003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7013, Anne Arundel County, Maryland",,,140679,457,417,40
"G24000307013004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7013, Anne Arundel County, Maryland",,,103851,1054,982,72
"G24000307014001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7014, Anne Arundel County, Maryland",,,86111,453,372,81
"G24000307014002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7014, Anne Arundel County, Maryland",,,153750,892,867,25
"G24000307021001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7021, Anne Arundel County, Maryland",,,124208,1052,951,101
"G24000307021002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7021, Anne Arundel County, Maryland",,,159911,364,319,45
"G24000307021003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7021, Anne Arundel County, Maryland",,,72794,674,674,0
"G24000307021004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7021, Anne Arundel County, Maryland",,,137829,455,443,12
"G24000307021005","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7021, Anne Arundel County, Maryland",,,102568,335,250,85
"G24000307022041","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702204","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland",,,174107,755,755,0
"G24000307022042","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702204","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland",,,102212,790,763,27
"G24000307022051","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702205","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland",,,119583,803,803,0
"G24000307022052","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702205","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland",,,100100,1036,966,70
"G24000307022053","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702205","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland",,,178750,543,508,35
"G24000307022061","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702206","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland",,,118011,937,937,0
"G24000307022062","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702206","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland",,,83042,865,837,28
"G24000307022063","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702206","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland",,,160865,647,607,40
"G24000307022081","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702208","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland",,,103448,2104,2002,102
"G24000307022082","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702208","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland",,,136492,742,697,45
"G24000307022091","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702209","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland",,,176622,398,398,0
"G24000307022092","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702209","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland",,,133053,477,477,0
"G24000307022093","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702209","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland",,,145917,601,579,22
"G24000307023001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7023, Anne Arundel County, Maryland",,,137125,287,227,60
"G24000307023002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7023, Anne Arundel County, Maryland",,,200833,610,610,0
"G24000307023003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7023, Anne Arundel County, Maryland",,,152375,525,525,0
"G24000307023004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7023, Anne Arundel County, Maryland",,,109821,637,637,0
"G24000307024021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702402","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland",,,94053,1058,793,265
"G24000307024022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702402","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland",,,109231,1649,1624,25
"G24000307024023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702402","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland",,,104875,958,713,245
"G24000307025001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7025, Anne Arundel County, Maryland",,,160750,420,360,60
"G24000307025002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7025, Anne Arundel County, Maryland",,,91983,495,434,61
"G24000307025003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7025, Anne Arundel County, Maryland",,,76450,887,887,0
"G24000307025004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702500","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7025, Anne Arundel County, Maryland",,,137558,507,423,84
"G24000307026011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland",,,,244,198,46
"G24000307026012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland",,,125671,660,624,36
"G24000307026013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland",,,96063,330,317,13
"G24000307026014","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland",,,130265,400,389,11
"G24000307026015","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland",,,61638,632,632,0
"G24000307026021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702602","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland",,,152050,1015,947,68
"G24000307026022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702602","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland",,,149063,1212,1114,98
"G24000307026023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702602","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland",,,90833,496,476,20
"G24000307027011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702701","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland",,,80817,456,413,43
"G24000307027012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702701","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland",,,129250,727,628,99
"G24000307027013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702701","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland",,,96159,1282,1225,57
"G24000307027021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702702","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland",,,145341,763,589,174
"G24000307027022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702702","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland",,,165820,907,853,54
"G24000307061011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland",,,156800,706,634,72
"G24000307061012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland",,,76875,849,635,214
"G24000307061013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706101","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland",,,16304,497,450,47
"G24000307063011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706301","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland",,,85054,912,751,161
"G24000307063012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706301","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland",,,42437,1044,1044,0
"G24000307063013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706301","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland",,,126536,642,529,113
"G24000307063021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706302","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland",,,75551,936,819,117
"G24000307063022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706302","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland",,,101250,417,388,29
"G24000307063023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706302","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland",,,131250,613,487,126
"G24000307064011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706401","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland",,,81696,923,855,68
"G24000307064012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706401","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland",,,64890,935,851,84
