,gis_join_match_code,state_code,county_name,county_code,census_tract_code,block_group_code,area_name,medhsinc,total,occupied,vacant,full_bg_int,occrate
54,G24000307011011,24,Anne Arundel County,3,701101,1,"Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland",134500.0,276,276,0,24000307011011,1.0
55,G24000307011012,24,Anne Arundel County,3,701101,2,"Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland",96375.0,435,351,84,24000307011012,0.8068965517241379
56,G24000307011013,24,Anne Arundel County,3,701101,3,"Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland",62583.0,354,329,25,24000307011013,0.9293785310734464
57,G24000307011014,24,Anne Arundel County,3,701101,4,"Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland",170833.0,561,528,33,24000307011014,0.9411764705882353
58,G24000307011021,24,Anne Arundel County,3,701102,1,"Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland",109091.0,1200,1184,16,24000307011021,0.9866666666666667
59,G24000307011022,24,Anne Arundel County,3,701102,2,"Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland",65682.0,329,314,15,24000307011022,0.9544072948328267
60,G24000307011023,24,Anne Arundel County,3,701102,3,"Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland",74583.0,819,802,17,24000307011023,0.9792429792429792
61,G24000307011024,24,Anne Arundel County,3,701102,4,"Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland",90820.0,891,891,0,24000307011024,1.0
62,G24000307012001,24,Anne Arundel County,3,701200,1,"Block Group 1, Census Tract 7012, Anne Arundel County, Maryland",133031.0,1018,911,107,24000307012001,0.8948919449901768
63,G24000307012002,24,Anne Arundel County,3,701200,2,"Block Group 2, Census Tract 7012, Anne Arundel County, Maryland",122039.0,670,529,141,24000307012002,0.7895522388059701
64,G24000307012003,24,Anne Arundel County,3,701200,3,"Block Group 3, Census Tract 7012, Anne Arundel County, Maryland",100884.0,853,839,14,24000307012003,0.9835873388042204
65,G24000307012004,24,Anne Arundel County,3,701200,4,"Block Group 4, Census Tract 7012, Anne Arundel County, Maryland",129432.0,894,786,108,24000307012004,0.8791946308724832
66,G24000307013001,24,Anne Arundel County,3,701300,1,"Block Group 1, Census Tract 7013, Anne Arundel County, Maryland",137721.0,599,599,0,24000307013001,1.0
67,G24000307013002,24,Anne Arundel County,3,701300,2,"Block Group 2, Census Tract 7013, Anne Arundel County, Maryland",199375.0,746,746,0,24000307013002,1.0
68,G24000307013003,24,Anne Arundel County,3,701300,3,"Block Group 3, Census Tract 7013, Anne Arundel County, Maryland",140679.0,457,417,40,24000307013003,0.912472647702407
69,G24000307013004,24,Anne Arundel County,3,701300,4,"Block Group 4, Census Tract 7013, Anne Arundel County, Maryland",103851.0,1054,982,72,24000307013004,0.9316888045540797
70,G24000307014001,24,Anne Arundel County,3,701400,1,"Block Group 1, Census Tract 7014, Anne Arundel County, Maryland",86111.0,453,372,81,24000307014001,0.8211920529801324
71,G24000307014002,24,Anne Arundel County,3,701400,2,"Block Group 2, Census Tract 7014, Anne Arundel County, Maryland",153750.0,892,867,25,24000307014002,0.9719730941704036
72,G24000307021001,24,Anne Arundel County,3,702100,1,"Block Group 1, Census Tract 7021, Anne Arundel County, Maryland",124208.0,1052,951,101,24000307021001,0.9039923954372624
73,G24000307021002,24,Anne Arundel County,3,702100,2,"Block Group 2, Census Tract 7021, Anne Arundel County, Maryland",159911.0,364,319,45,24000307021002,0.8763736263736264
74,G24000307021003,24,Anne Arundel County,3,702100,3,"Block Group 3, Census Tract 7021, Anne Arundel County, Maryland",72794.0,674,674,0,24000307021003,1.0
75,G24000307021004,24,Anne Arundel County,3,702100,4,"Block Group 4, Census Tract 7021, Anne Arundel County, Maryland",137829.0,455,443,12,24000307021004,0.9736263736263736
76,G24000307021005,24,Anne Arundel County,3,702100,5,"Block Group 5, Census Tract 7021, Anne Arundel County, Maryland",102568.0,335,250,85,24000307021005,0.746268656716418
77,G24000307022041,24,Anne Arundel County,3,702204,1,"Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland",174107.0,755,755,0,24000307022041,1.0
78,G24000307022042,24,Anne Arundel County,3,702204,2,"Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland",102212.0,790,763,27,24000307022042,0.9658227848101266
79,G24000307022051,24,Anne Arundel County,3,702205,1,"Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland",119583.0,803,803,0,24000307022051,1.0
80,G24000307022052,24,Anne Arundel County,3,702205,2,"Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland",100100.0,1036,966,70,24000307022052,0.9324324324324325
81,G24000307022053,24,Anne Arundel County,3,702205,3,"Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland",178750.0,543,508,35,24000307022053,0.9355432780847146
82,G24000307022061,24,Anne Arundel County,3,702206,1,"Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland",118011.0,937,937,0,24000307022061,1.0
83,G24000307022062,24,Anne Arundel County,3,702206,2,"Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland",83042.0,865,837,28,24000307022062,0.9676300578034682
84,G24000307022063,24,Anne Arundel County,3,702206,3,"Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland",160865.0,647,607,40,24000307022063,0.9381761978361669
85,G24000307022081,24,Anne Arundel County,3,702208,1,"Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland",103448.0,2104,2002,102,24000307022081,0.9515209125475285
86,G24000307022082,24,Anne Arundel County,3,702208,2,"Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland",136492.0,742,697,45,24000307022082,0.9393530997304582
87,G24000307022091,24,Anne Arundel County,3,702209,1,"Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland",176622.0,398,398,0,24000307022091,1.0
88,G24000307022092,24,Anne Arundel County,3,702209,2,"Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland",133053.0,477,477,0,24000307022092,1.0
89,G24000307022093,24,Anne Arundel County,3,702209,3,"Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland",145917.0,601,579,22,24000307022093,0.9633943427620633
90,G24000307023001,24,Anne Arundel County,3,702300,1,"Block Group 1, Census Tract 7023, Anne Arundel County, Maryland",137125.0,287,227,60,24000307023001,0.7909407665505227
91,G24000307023002,24,Anne Arundel County,3,702300,2,"Block Group 2, Census Tract 7023, Anne Arundel County, Maryland",200833.0,610,610,0,24000307023002,1.0
92,G24000307023003,24,Anne Arundel County,3,702300,3,"Block Group 3, Census Tract 7023, Anne Arundel County, Maryland",152375.0,525,525,0,24000307023003,1.0
93,G24000307023004,24,Anne Arundel County,3,702300,4,"Block Group 4, Census Tract 7023, Anne Arundel County, Maryland",109821.0,637,637,0,24000307023004,1.0
94,G24000307024021,24,Anne Arundel County,3,702402,1,"Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland",94053.0,1058,793,265,24000307024021,0.7495274102079396
95,G24000307024022,24,Anne Arundel County,3,702402,2,"Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland",109231.0,1649,1624,25,24000307024022,0.9848392965433597
96,G24000307024023,24,Anne Arundel County,3,702402,3,"Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland",104875.0,958,713,245,24000307024023,0.744258872651357
97,G24000307025001,24,Anne Arundel County,3,702500,1,"Block Group 1, Census Tract 7025, Anne Arundel County, Maryland",160750.0,420,360,60,24000307025001,0.8571428571428571
98,G24000307025002,24,Anne Arundel County,3,702500,2,"Block Group 2, Census Tract 7025, Anne Arundel County, Maryland",91983.0,495,434,61,24000307025002,0.8767676767676768
99,G24000307025003,24,Anne Arundel County,3,702500,3,"Block Group 3, Census Tract 7025, Anne Arundel County, Maryland",76450.0,887,887,0,24000307025003,1.0
100,G24000307025004,24,Anne Arundel County,3,702500,4,"Block Group 4, Census Tract 7025, Anne Arundel County, Maryland",137558.0,507,423,84,24000307025004,0.834319526627219
101,G24000307026011,24,Anne Arundel County,3,702601,1,"Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland",,244,198,46,24000307026011,0.8114754098360656
102,G24000307026012,24,Anne Arundel County,3,702601,2,"Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland",125671.0,660,624,36,24000307026012,0.9454545454545454
103,G24000307026013,24,Anne Arundel County,3,702601,3,"Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland",96063.0,330,317,13,24000307026013,0.9606060606060606
104,G24000307026014,24,Anne Arundel County,3,702601,4,"Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland",130265.0,400,389,11,24000307026014,0.9725
105,G24000307026015,24,Anne Arundel County,3,702601,5,"Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland",61638.0,632,632,0,24000307026015,1.0
106,G24000307026021,24,Anne Arundel County,3,702602,1,"Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland",152050.0,1015,947,68,24000307026021,0.9330049261083744
107,G24000307026022,24,Anne Arundel County,3,702602,2,"Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland",149063.0,1212,1114,98,24000307026022,0.9191419141914191
108,G24000307026023,24,Anne Arundel County,3,702602,3,"Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland",90833.0,496,476,20,24000307026023,0.9596774193548387
109,G24000307027011,24,Anne Arundel County,3,702701,1,"Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland",80817.0,456,413,43,24000307027011,0.9057017543859649
110,G24000307027012,24,Anne Arundel County,3,702701,2,"Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland",129250.0,727,628,99,24000307027012,0.8638239339752407
111,G24000307027013,24,Anne Arundel County,3,702701,3,"Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland",96159.0,1282,1225,57,24000307027013,0.9555382215288611
112,G24000307027021,24,Anne Arundel County,3,702702,1,"Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland",145341.0,763,589,174,24000307027021,0.7719528178243774
113,G24000307027022,24,Anne Arundel County,3,702702,2,"Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland",165820.0,907,853,54,24000307027022,0.9404630650496141
114,G24000307061011,24,Anne Arundel County,3,706101,1,"Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland",156800.0,706,634,72,24000307061011,0.8980169971671388
115,G24000307061012,24,Anne Arundel County,3,706101,2,"Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland",76875.0,849,635,214,24000307061012,0.7479387514723204
116,G24000307061013,24,Anne Arundel County,3,706101,3,"Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland",16304.0,497,450,47,24000307061013,0.9054325955734407
117,G24000307063011,24,Anne Arundel County,3,706301,1,"Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland",85054.0,912,751,161,24000307063011,0.8234649122807017
118,G24000307063012,24,Anne Arundel County,3,706301,2,"Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland",42437.0,1044,1044,0,24000307063012,1.0
119,G24000307063013,24,Anne Arundel County,3,706301,3,"Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland",126536.0,642,529,113,24000307063013,0.82398753894081
120,G24000307063021,24,Anne Arundel County,3,706302,1,"Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland",75551.0,936,819,117,24000307063021,0.875
121,G24000307063022,24,Anne Arundel County,3,706302,2,"Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland",101250.0,417,388,29,24000307063022,0.9304556354916067
122,G24000307063023,24,Anne Arundel County,3,706302,3,"Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland",131250.0,613,487,126,24000307063023,0.7944535073409462
123,G24000307064011,24,Anne Arundel County,3,706401,1,"Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland",81696.0,923,855,68,24000307064011,0.9263271939328277
124,G24000307064012,24,Anne Arundel County,3,706401,2,"Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland",64890.0,935,851,84,24000307064012,0.9101604278074866
125,G24000307064013,24,Anne Arundel County,3,706401,3,"Block Group 3, Census Tract 7064.01, Anne Arundel County, Maryland",66793.0,503,503,0,24000307064013,1.0
126,G24000307064021,24,Anne Arundel County,3,706402,1,"Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland",95972.0,674,627,47,24000307064021,0.93026706231454
127,G24000307064022,24,Anne Arundel County,3,706402,2,"Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland",73333.0,990,840,150,24000307064022,0.8484848484848485
128,G24000307065001,24,Anne Arundel County,3,706500,1,"Block Group 1, Census Tract 7065, Anne Arundel County, Maryland",96333.0,592,546,46,24000307065001,0.9222972972972973
129,G24000307065002,24,Anne Arundel County,3,706500,2,"Block Group 2, Census Tract 7065, Anne Arundel County, Maryland",117159.0,287,287,0,24000307065002,1.0
130,G24000307065003,24,Anne Arundel County,3,706500,3,"Block Group 3, Census Tract 7065, Anne Arundel County, Maryland",62703.0,878,878,0,24000307065003,1.0
131,G24000307065004,24,Anne Arundel County,3,706500,4,"Block Group 4, Census Tract 7065, Anne Arundel County, Maryland",139773.0,801,634,167,24000307065004,0.7915106117353309
132,G24000307066001,24,Anne Arundel County,3,706600,1,"Block Group 1, Census Tract 7066, Anne Arundel County, Maryland",199167.0,386,364,22,24000307066001,0.9430051813471503
133,G24000307066002,24,Anne Arundel County,3,706600,2,"Block Group 2, Census Tract 7066, Anne Arundel County, Maryland",109375.0,929,866,63,24000307066002,0.9321851453175457
134,G24000307066003,24,Anne Arundel County,3,706600,3,"Block Group 3, Census Tract 7066, Anne Arundel County, Maryland",104375.0,167,167,0,24000307066003,1.0
135,G24000307066004,24,Anne Arundel County,3,706600,4,"Block Group 4, Census Tract 7066, Anne Arundel County, Maryland",147083.0,412,380,32,24000307066004,0.9223300970873787
136,G24000307066005,24,Anne Arundel County,3,706600,5,"Block Group 5, Census Tract 7066, Anne Arundel County, Maryland",29891.0,160,160,0,24000307066005,1.0
137,G24000307067001,24,Anne Arundel County,3,706700,1,"Block Group 1, Census Tract 7067, Anne Arundel County, Maryland",96813.0,184,171,13,24000307067001,0.9293478260869565
138,G24000307070011,24,Anne Arundel County,3,707001,1,"Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland",96739.0,784,740,44,24000307070011,0.9438775510204082
139,G24000307070012,24,Anne Arundel County,3,707001,2,"Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland",99342.0,1082,916,166,24000307070012,0.8465804066543438
140,G24000307070013,24,Anne Arundel County,3,707001,3,"Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland",95707.0,759,601,158,24000307070013,0.7918313570487484
141,G24000307070021,24,Anne Arundel County,3,707002,1,"Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland",92563.0,646,588,58,24000307070021,0.9102167182662538
142,G24000307070022,24,Anne Arundel County,3,707002,2,"Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland",97279.0,438,347,91,24000307070022,0.7922374429223744
143,G24000307070023,24,Anne Arundel County,3,707002,3,"Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland",104327.0,949,810,139,24000307070023,0.8535300316122234
144,G24000307080011,24,Anne Arundel County,3,708001,1,"Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland",105139.0,1133,869,264,24000307080011,0.7669902912621359
145,G24000307080012,24,Anne Arundel County,3,708001,2,"Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland",135511.0,534,525,9,24000307080012,0.9831460674157303
146,G24000307080041,24,Anne Arundel County,3,708004,1,"Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland",91765.0,412,412,0,24000307080041,1.0
147,G24000307080042,24,Anne Arundel County,3,708004,2,"Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland",93846.0,1060,984,76,24000307080042,0.9283018867924528
148,G24000307080043,24,Anne Arundel County,3,708004,3,"Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland",59182.0,748,704,44,24000307080043,0.9411764705882353
149,G24000307301001,24,Anne Arundel County,3,730100,1,"Block Group 1, Census Tract 7301, Anne Arundel County, Maryland",120711.0,1229,1133,96,24000307301001,0.9218877135882831
150,G24000307301002,24,Anne Arundel County,3,730100,2,"Block Group 2, Census Tract 7301, Anne Arundel County, Maryland",89879.0,803,803,0,24000307301002,1.0
151,G24000307301003,24,Anne Arundel County,3,730100,3,"Block Group 3, Census Tract 7301, Anne Arundel County, Maryland",101551.0,2557,2505,52,24000307301003,0.979663668361361
152,G24000307302031,24,Anne Arundel County,3,730203,1,"Block Group 1, Census Tract 7302.03, Anne Arundel County, Maryland",69899.0,849,773,76,24000307302031,0.9104829210836278
153,G24000307302032,24,Anne Arundel County,3,730203,2,"Block Group 2, Census Tract 7302.03, Anne Arundel County, Maryland",22303.0,465,465,0,24000307302032,1.0
154,G24000307302033,24,Anne Arundel County,3,730203,3,"Block Group 3, Census Tract 7302.03, Anne Arundel County, Maryland",60101.0,508,423,85,24000307302033,0.8326771653543307
155,G24000307302034,24,Anne Arundel County,3,730203,4,"Block Group 4, Census Tract 7302.03, Anne Arundel County, Maryland",39887.0,980,922,58,24000307302034,0.9408163265306122
156,G24000307302041,24,Anne Arundel County,3,730204,1,"Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland",74266.0,777,777,0,24000307302041,1.0
157,G24000307302042,24,Anne Arundel County,3,730204,2,"Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland",64986.0,842,795,47,24000307302042,0.9441805225653207
158,G24000307302043,24,Anne Arundel County,3,730204,3,"Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland",57813.0,411,386,25,24000307302043,0.9391727493917275
159,G24000307303001,24,Anne Arundel County,3,730300,1,"Block Group 1, Census Tract 7303, Anne Arundel County, Maryland",93914.0,689,659,30,24000307303001,0.9564586357039188
160,G24000307303002,24,Anne Arundel County,3,730300,2,"Block Group 2, Census Tract 7303, Anne Arundel County, Maryland",72846.0,538,457,81,24000307303002,0.8494423791821561
161,G24000307304011,24,Anne Arundel County,3,730401,1,"Block Group 1, Census Tract 7304.01, Anne Arundel County, Maryland",77689.0,1398,1331,67,24000307304011,0.952074391988555
162,G24000307304012,24,Anne Arundel County,3,730401,2,"Block Group 2, Census Tract 7304.01, Anne Arundel County, Maryland",78073.0,603,575,28,24000307304012,0.9535655058043118
163,G24000307304021,24,Anne Arundel County,3,730402,1,"Block Group 1, Census Tract 7304.02, Anne Arundel County, Maryland",62744.0,909,814,95,24000307304021,0.8954895489548955
164,G24000307304022,24,Anne Arundel County,3,730402,2,"Block Group 2, Census Tract 7304.02, Anne Arundel County, Maryland",74844.0,938,877,61,24000307304022,0.9349680170575693
165,G24000307304023,24,Anne Arundel County,3,730402,3,"Block Group 3, Census Tract 7304.02, Anne Arundel County, Maryland",,809,749,60,24000307304023,0.9258343634116193
166,G24000307305021,24,Anne Arundel County,3,730502,1,"Block Group 1, Census Tract 7305.02, Anne Arundel County, Maryland",71339.0,697,648,49,24000307305021,0.9296987087517934
167,G24000307305022,24,Anne Arundel County,3,730502,2,"Block Group 2, Census Tract 7305.02, Anne Arundel County, Maryland",61984.0,1006,777,229,24000307305022,0.7723658051689861
168,G24000307305023,24,Anne Arundel County,3,730502,3,"Block Group 3, Census Tract 7305.02, Anne Arundel County, Maryland",119740.0,827,731,96,24000307305023,0.8839177750906893
169,G24000307305041,24,Anne Arundel County,3,730504,1,"Block Group 1, Census Tract 7305.04, Anne Arundel County, Maryland",107661.0,1153,1096,57,24000307305041,0.9505637467476149
170,G24000307305042,24,Anne Arundel County,3,730504,2,"Block Group 2, Census Tract 7305.04, Anne Arundel County, Maryland",80132.0,1142,1002,140,24000307305042,0.8774080560420315
171,G24000307305043,24,Anne Arundel County,3,730504,3,"Block Group 3, Census Tract 7305.04, Anne Arundel County, Maryland",132083.0,821,790,31,24000307305043,0.9622411693057247
172,G24000307305051,24,Anne Arundel County,3,730505,1,"Block Group 1, Census Tract 7305.05, Anne Arundel County, Maryland",52488.0,1761,1627,134,24000307305051,0.9239068710959683
173,G24000307305052,24,Anne Arundel County,3,730505,2,"Block Group 2, Census Tract 7305.05, Anne Arundel County, Maryland",49801.0,501,501,0,24000307305052,1.0
174,G24000307305061,24,Anne Arundel County,3,730506,1,"Block Group 1, Census Tract 7305.06, Anne Arundel County, Maryland",60433.0,502,447,55,24000307305061,0.8904382470119522
175,G24000307305062,24,Anne Arundel County,3,730506,2,"Block Group 2, Census Tract 7305.06, Anne Arundel County, Maryland",57750.0,472,428,44,24000307305062,0.9067796610169492
176,G24000307305063,24,Anne Arundel County,3,730506,3,"Block Group 3, Census Tract 7305.06, Anne Arundel County, Maryland",41250.0,999,874,125,24000307305063,0.8748748748748749
177,G24000307306011,24,Anne Arundel County,3,730601,1,"Block Group 1, Census Tract 7306.01, Anne Arundel County, Maryland",177426.0,683,683,0,24000307306011,1.0
178,G24000307306012,24,Anne Arundel County,3,730601,2,"Block Group 2, Census Tract 7306.01, Anne Arundel County, Maryland",135278.0,603,592,11,24000307306012,0.9817578772802653
179,G24000307306013,24,Anne Arundel County,3,730601,3,"Block Group 3, Census Tract 7306.01, Anne Arundel County, Maryland",201528.0,474,414,60,24000307306013,0.8734177215189873
180,G24000307306014,24,Anne Arundel County,3,730601,4,"Block Group 4, Census Tract 7306.01, Anne Arundel County, Maryland",197368.0,621,578,43,24000307306014,0.9307568438003221
181,G24000307306031,24,Anne Arundel County,3,730603,1,"Block Group 1, Census Tract 7306.03, Anne Arundel County, Maryland",78646.0,480,443,37,24000307306031,0.9229166666666667
182,G24000307306032,24,Anne Arundel County,3,730603,2,"Block Group 2, Census Tract 7306.03, Anne Arundel County, Maryland",164583.0,592,557,35,24000307306032,0.9408783783783784
183,G24000307306041,24,Anne Arundel County,3,730604,1,"Block Group 1, Census Tract 7306.04, Anne Arundel County, Maryland",189539.0,797,797,0,24000307306041,1.0
184,G24000307306042,24,Anne Arundel County,3,730604,2,"Block Group 2, Census Tract 7306.04, Anne Arundel County, Maryland",133131.0,946,929,17,24000307306042,0.9820295983086681
185,G24000307306043,24,Anne Arundel County,3,730604,3,"Block Group 3, Census Tract 7306.04, Anne Arundel County, Maryland",158403.0,814,799,15,24000307306043,0.9815724815724816
186,G24000307307001,24,Anne Arundel County,3,730700,1,"Block Group 1, Census Tract 7307, Anne Arundel County, Maryland",158458.0,517,517,0,24000307307001,1.0
187,G24000307307002,24,Anne Arundel County,3,730700,2,"Block Group 2, Census Tract 7307, Anne Arundel County, Maryland",152989.0,736,736,0,24000307307002,1.0
188,G24000307307003,24,Anne Arundel County,3,730700,3,"Block Group 3, Census Tract 7307, Anne Arundel County, Maryland",137946.0,237,192,45,24000307307003,0.810126582278481
189,G24000307307004,24,Anne Arundel County,3,730700,4,"Block Group 4, Census Tract 7307, Anne Arundel County, Maryland",110625.0,942,854,88,24000307307004,0.9065817409766455
190,G24000307307005,24,Anne Arundel County,3,730700,5,"Block Group 5, Census Tract 7307, Anne Arundel County, Maryland",79013.0,281,281,0,24000307307005,1.0
191,G24000307308001,24,Anne Arundel County,3,730800,1,"Block Group 1, Census Tract 7308, Anne Arundel County, Maryland",176818.0,988,920,68,24000307308001,0.9311740890688259
192,G24000307309011,24,Anne Arundel County,3,730901,1,"Block Group 1, Census Tract 7309.01, Anne Arundel County, Maryland",241500.0,346,288,58,24000307309011,0.8323699421965318
193,G24000307309012,24,Anne Arundel County,3,730901,2,"Block Group 2, Census Tract 7309.01, Anne Arundel County, Maryland",141875.0,342,325,17,24000307309012,0.9502923976608187
194,G24000307309013,24,Anne Arundel County,3,730901,3,"Block Group 3, Census Tract 7309.01, Anne Arundel County, Maryland",84830.0,305,295,10,24000307309013,0.9672131147540983
195,G24000307309021,24,Anne Arundel County,3,730902,1,"Block Group 1, Census Tract 7309.02, Anne Arundel County, Maryland",172379.0,1007,985,22,24000307309021,0.9781529294935452
196,G24000307309022,24,Anne Arundel County,3,730902,2,"Block Group 2, Census Tract 7309.02, Anne Arundel County, Maryland",159358.0,534,489,45,24000307309022,0.9157303370786517
197,G24000307310021,24,Anne Arundel County,3,731002,1,"Block Group 1, Census Tract 7310.02, Anne Arundel County, Maryland",95694.0,955,932,23,24000307310021,0.9759162303664921
198,G24000307310022,24,Anne Arundel County,3,731002,2,"Block Group 2, Census Tract 7310.02, Anne Arundel County, Maryland",145667.0,384,338,46,24000307310022,0.8802083333333334
199,G24000307310031,24,Anne Arundel County,3,731003,1,"Block Group 1, Census Tract 7310.03, Anne Arundel County, Maryland",80887.0,438,426,12,24000307310031,0.9726027397260274
200,G24000307310032,24,Anne Arundel County,3,731003,2,"Block Group 2, Census Tract 7310.03, Anne Arundel County, Maryland",112778.0,582,572,10,24000307310032,0.9828178694158075
201,G24000307310033,24,Anne Arundel County,3,731003,3,"Block Group 3, Census Tract 7310.03, Anne Arundel County, Maryland",117917.0,616,562,54,24000307310033,0.9123376623376623
202,G24000307310041,24,Anne Arundel County,3,731004,1,"Block Group 1, Census Tract 7310.04, Anne Arundel County, Maryland",105139.0,299,299,0,24000307310041,1.0
203,G24000307310042,24,Anne Arundel County,3,731004,2,"Block Group 2, Census Tract 7310.04, Anne Arundel County, Maryland",117857.0,1446,1370,76,24000307310042,0.9474412171507607
204,G24000307311021,24,Anne Arundel County,3,731102,1,"Block Group 1, Census Tract 7311.02, Anne Arundel County, Maryland",,247,202,45,24000307311021,0.8178137651821862
205,G24000307311022,24,Anne Arundel County,3,731102,2,"Block Group 2, Census Tract 7311.02, Anne Arundel County, Maryland",151337.0,1130,1130,0,24000307311022,1.0
206,G24000307311023,24,Anne Arundel County,3,731102,3,"Block Group 3, Census Tract 7311.02, Anne Arundel County, Maryland",84003.0,992,935,57,24000307311023,0.9425403225806451
207,G24000307311024,24,Anne Arundel County,3,731102,4,"Block Group 4, Census Tract 7311.02, Anne Arundel County, Maryland",122969.0,750,706,44,24000307311024,0.9413333333333334
208,G24000307311031,24,Anne Arundel County,3,731103,1,"Block Group 1, Census Tract 7311.03, Anne Arundel County, Maryland",148750.0,763,714,49,24000307311031,0.9357798165137615
209,G24000307311032,24,Anne Arundel County,3,731103,2,"Block Group 2, Census Tract 7311.03, Anne Arundel County, Maryland",84869.0,883,837,46,24000307311032,0.9479048697621744
210,G24000307311033,24,Anne Arundel County,3,731103,3,"Block Group 3, Census Tract 7311.03, Anne Arundel County, Maryland",156250.0,348,328,20,24000307311033,0.9425287356321839
211,G24000307311041,24,Anne Arundel County,3,731104,1,"Block Group 1, Census Tract 7311.04, Anne Arundel County, Maryland",125550.0,928,905,23,24000307311041,0.9752155172413793
212,G24000307311042,24,Anne Arundel County,3,731104,2,"Block Group 2, Census Tract 7311.04, Anne Arundel County, Maryland",109025.0,581,581,0,24000307311042,1.0
213,G24000307311051,24,Anne Arundel County,3,731105,1,"Block Group 1, Census Tract 7311.05, Anne Arundel County, Maryland",125000.0,558,558,0,24000307311051,1.0
214,G24000307311052,24,Anne Arundel County,3,731105,2,"Block Group 2, Census Tract 7311.05, Anne Arundel County, Maryland",93555.0,798,725,73,24000307311052,0.9085213032581454
215,G24000307312011,24,Anne Arundel County,3,731201,1,"Block Group 1, Census Tract 7312.01, Anne Arundel County, Maryland",143542.0,841,796,45,24000307312011,0.9464922711058263
216,G24000307312012,24,Anne Arundel County,3,731201,2,"Block Group 2, Census Tract 7312.01, Anne Arundel County, Maryland",128797.0,517,517,0,24000307312012,1.0
217,G24000307312013,24,Anne Arundel County,3,731201,3,"Block Group 3, Census Tract 7312.01, Anne Arundel County, Maryland",153462.0,358,314,44,24000307312013,0.8770949720670391
218,G24000307312014,24,Anne Arundel County,3,731201,4,"Block Group 4, Census Tract 7312.01, Anne Arundel County, Maryland",127031.0,714,656,58,24000307312014,0.9187675070028011
